section_data_set_database_id,gene_name,gene_acronym,gene_entrez id,gene_database id,probe_name,probe_database_id,energy_file_name,reference_space_database_id,reference_space_name,annotation_file_name,atlas_file_name,classifications
100026263,paired-like homeodomain transcription factor 2,Pitx2,18741,18505,RP_080717_03_E08,80928382,100026263_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
100040879,N-terminal EF-hand calcium binding protein 2,Necab2,117148,78444,RP_080312_03_F06,80888083,100040879_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100041823,colony stimulating factor 1 (macrophage),Csf1,12977,12760,RP_080916_01_B11,1002434,100041823_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100036417,frizzled homolog 4 (Drosophila),Fzd4,14366,14142,RP_071127_02_E07,79599431,100036417_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Alzheimer disease presenilin pathway/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100037049,nuclear receptor coactivator 1,Ncoa1,17977,17744,RP_080228_04_F07,80754851,100037049_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100037115,neuronal PAS domain protein 1,Npas1,18142,17909,RP_080228_04_G05,80754891,100037115_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
100041023,"calcium channel, voltage-dependent, alpha2/delta subunit 3",Cacna2d3,12294,12079,RP_080225_02_H12,80752681,100041023_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/Ion channel activity/Calcium-mediated signaling/Calcium channel
100040056,cAMP responsive element binding protein 1,Creb1,12912,12695,RP_071211_02_C07,79708354,100040056_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Stress response/Neurological system process/Transcription factor
100036579,Max dimerization protein 4,Mxd4,17122,16892,RP_071127_02_B02,79599271,100036579_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100026267,Fez family zinc finger 2,Fezf2,54713,34002,RP_080807_03_E04,81026380,100026267_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100026261,GS homeobox 1,Gsx1,14842,14618,RP_080717_03_E06,80928155,100026261_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
100024802,copine II,Cpne2,234577,87854,RP_070227_06_B07,77537732,100024802_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100024828,neurotrophin 3,Ntf3,18205,17972,RP_070822_02_D09,78981627,100024828_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development
100042341,cadherin 2,Cdh2,12558,12343,RP_071127_03_F03,79599811,100042341_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Neurological system process/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100042048,period homolog 2 (Drosophila),Per2,18627,18393,RP_080916_03_G08,1002333,100042048_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100040898,RIKEN cDNA D630021H01 gene,D630021H01Rik,319914,106849,RP_080312_02_B05,80887503,100040898_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100032382,ets variant gene 1,Etv1,14009,13786,RP_080225_01_B07,80751989,100032382_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor/MAPKKK cascade
100036513,"casein kinase 2, alpha 1 polypeptide",Csnk2a1,12995,12778,RP_080103_01_C11,80259712,100036513_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Stress response/Parkinson disease/Wnt signaling pathway/Cadherin signaling pathway
100041847,oxytocin receptor,Oxtr,18430,18197,RP_080625_04_H10,1002233,100041847_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/G-protein coupled receptor/Calcium-mediated signaling
100035713,mitogen-activated protein kinase 9,Mapk9,26420,26168,RP_080103_01_E07,80259792,100035713_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Stress response/Alzheimer disease amyloid secretase pathway/TGF-beta signaling pathway/Parkinson disease/Huntington disease/MAPKKK cascade/FGF signaling pathway/PDGF signaling pathway/EGF receptor signaling pathway/Oxidative stress response
100042169,"transforming growth factor, beta 2",Tgfb2,21808,21567,RP_071126_03_E10,79537357,100042169_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,TGF-beta signaling pathway
100039205,notchless homolog 1 (Drosophila),Nle1,217011,85106,RP_080103_02_G08,80260276,100039205_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100035699,wingless related MMTV integration site 10a,Wnt10a,22409,22166,RP_071128_01_F05,79600567,100035699_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100036431,"inter-alpha trypsin inhibitor, heavy chain 3",Itih3,16426,16199,RP_071127_02_E12,79599451,100036431_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100024694,fatty acid amide hydrolase,Faah,14073,13850,RP_070130_05_E09,77506597,100024694_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100040018,R-spondin 2 homolog (Xenopus laevis),Rspo2,239405,88569,RP_071206_01_E12,79691837,100040018_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100039954,bone morphogenetic protein 4,Bmp4,12159,11945,RP_071128_02_H06,79601035,100039954_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,TGF-beta signaling pathway
100041993,tachykinin receptor 1,Tacr1,21336,21097,RP_080916_01_E10,1002469,100041993_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Stress response/Neurological system process/G-protein coupled receptor
100030628,"nuclear receptor subfamily 4, group A, member 2",Nr4a2,18227,17994,RP_080807_04_H04,81026516,100030628_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Stress response/Transcription factor
100035715,arginine vasopressin receptor 1A,Avpr1a,54140,33433,RP_080103_01_F02,80259820,100035715_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/G-protein coupled receptor/Calcium-mediated signaling
100036911,pygopus 1,Pygo1,72135,47976,RP_080303_01_A05,80790126,100036911_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor/Wnt signaling pathway
100029310,choline acetyltransferase,Chat,12647,12432,RP_070822_02_B02,78981503,100029310_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100040059,reticulon 4 receptor-like 1,Rtn4rl1,237847,88381,RP_071203_03_G06,79694193,100040059_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100029627,GS homeobox 2,Gsx2,14843,14619,RP_080228_03_H11,80754583,100029627_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
100023112,gonadotropin releasing hormone 1,Gnrh1,14714,14490,RP_080414_04_E11,80314864,100023112_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100042332,wingless-related MMTV integration site 7B,Wnt7b,22422,22179,RP_071211_01_A01,79707862,100042332_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100023089,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",Slc6a1,232333,87401,RP_070822_02_D12,78981639,100023089_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process
100037950,delta-like 1 homolog (Drosophila),Dlk1,13386,13165,RP_080122_04_F07,79892645,100037950_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor/Notch signaling pathway
100039206,"G protein-coupled receptor, family C, group 5, member B",Gprc5b,64297,40898,RP_080103_02_H01,80260296,100039206_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,G-protein coupled receptor
100040072,SH3 domain binding glutamic acid-rich protein like 2,Sh3bgrl2,212531,84435,RP_071203_03_D11,79694077,100040072_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100033671,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",Grin1,14810,14586,RP_071128_01_G08,79600623,100033671_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/Ion channel activity/Ligand-gated ion channel activity/Huntington disease
100042340,"potassium voltage-gated channel, shaker-related subfamily, beta member 3",Kcnab3,16499,16272,RP_071127_03_E02,79599763,100042340_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Ion channel activity/Potassium channel
100042168,"nuclear receptor subfamily 4, group A, member 1",Nr4a1,15370,15145,RP_071126_03_C01,79537225,100042168_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Stress response/Transcription factor
100042050,SRY-box containing gene 11,Sox11,20666,20428,RP_080916_04_E02,1002398,100042050_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100040995,"cholinergic receptor, nicotinic, alpha polypeptide 7",Chrna7,11441,11230,RP_080225_03_C06,80752801,100040995_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/Ion channel activity/Alzheimer disease amyloid secretase pathway/GABA receptor/Ligand-gated ion channel activity
100024693,estrogen receptor 2 (beta),Esr2,13983,13760,RP_070130_05_B04,77505485,100024693_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/Transcription factor
100023079,prostaglandin-endoperoxide synthase 2,Ptgs2,19225,18988,RP_070130_05_E06,77506585,100023079_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Inflammation mediated by chemokine and cytokine signaling pathway
100039182,dickkopf homolog 4 (Xenopus laevis),Dkk4,234130,87790,RP_080103_03_D03,80260492,100039182_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Wnt signaling pathway
100033674,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2",Gabrg2,14406,14182,RP_071128_02_A06,79600707,100033674_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/Ion channel activity/GABA receptor/Ligand-gated ion channel activity
100029324,orthodenticle homolog 2 (Drosophila),Otx2,18424,18191,RP_071127_03_E12,79599803,100029324_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
100024792,annexin A11,Anxa11,11744,11531,RP_070822_01_A07,78966981,100024792_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100031949,LIM homeobox protein 9,Lhx9,16876,16647,RP_080807_03_E07,81026392,100031949_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
100030635,"nuclear receptor subfamily 5, group A, member 1",Nr5a1,26423,26171,RP_080807_04_H09,81026536,100030635_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100023047,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2",Slc6a2,20538,20300,RP_070130_05_B07,77505497,100023047_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process
100041763,FMS-like tyrosine kinase 4,Flt4,14257,14034,RP_080312_04_F10,80888483,100041763_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Stress response
100032381,cadherin 8,Cdh8,12564,12349,RP_071211_04_F07,79721338,100032381_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Neurological system process/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100030615,forkhead box A2,Foxa2,15376,15151,RP_080807_04_G09,81026488,100030615_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Neurological system process/Transcription factor/TGF-beta signaling pathway
100042155,SRY-box containing gene 9,Sox9,20682,20444,RP_080912_02_A12,81187739,100042155_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100024817,slit homolog 2 (Drosophila),Slit2,20563,20325,RP_070822_02_D10,78981631,100024817_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Neurological system process
100042062,distal-less homeobox 1,Dlx1,13390,13169,RP_080916_03_A01,1002256,100042062_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100037040,"homeobox, msh-like 3",Msx3,17703,17470,RP_080228_04_E09,80754811,100037040_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100026260,GLI-Kruppel family member GLI3,Gli3,14634,14410,RP_080717_03_E04,80928147,100026260_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor/Hedgehog signaling pathway
100029641,homeobox A4,Hoxa4,15401,15176,RP_080228_04_A11,80754631,100029641_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor/Wnt signaling pathway
100042079,corticotropin releasing hormone,Crh,12918,12701,RP_080916_03_D01,1002291,100042079_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Stress response/Neurological system process
100032380,achaete-scute complex homolog 1 (Drosophila),Ascl1,17172,16941,RP_071211_04_E03,79721274,100032380_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Neurological system process/Transcription factor
100040052,"neurotrophic tyrosine kinase, receptor, type 2",Ntrk2,18212,17979,RP_071206_04_H02,79693069,100040052_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development
100037120,plexin A1,Plxna1,18844,18608,RP_080228_04_H09,80754955,100037120_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development
100042334,wingless-related MMTV integration site 5A,Wnt5a,22418,22175,RP_071127_03_A06,79599599,100042334_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100023646,"angiotensin II receptor, type 1a",Agtr1a,11607,11394,RP_070130_05_E04,77506577,100023646_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/G-protein coupled receptor
100037061,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3",Nfatc3,18021,17788,RP_080228_04_F09,80754859,100037061_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor/Wnt signaling pathway/Inflammation mediated by chemokine and cytokine signaling pathway
100024830,Purkinje cell protein 4,Pcp4,18546,18312,RP_070227_06_F03,77537852,100024830_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100041792,"glutamate receptor, metabotropic 5",Grm5,108071,72233,RP_080625_04_D08,1002186,100041792_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/G-protein coupled receptor
100041755,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",Grin2a,14811,14587,RP_080625_04_B07,1002161,100041755_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/Ion channel activity/Ligand-gated ion channel activity/Huntington disease
100040040,deltex 1 homolog (Drosophila),Dtx1,14357,14133,RP_071206_04_D08,79692905,100040040_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
100024824,lysyl oxidase-like 1,Loxl1,16949,16719,RP_070227_06_B09,77537740,100024824_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process
100024825,thyrotropin releasing hormone receptor,Trhr,22045,21802,RP_070227_06_F04,77537856,100024825_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Neurological system process/G-protein coupled receptor
100029662,T cell acute lymphocytic leukemia 2,Tal2,21350,21111,RP_080303_01_D05,80790266,100029662_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100024840,"protein kinase C, delta",Prkcd,18753,18517,RP_070227_06_B11,77537748,100024840_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Alzheimer disease amyloid secretase pathway/Wnt signaling pathway/FGF signaling pathway/Inflammation mediated by chemokine and cytokine signaling pathway/PDGF signaling pathway/Calcium-mediated signaling/EGF receptor signaling pathway
100041799,empty spiracles homolog 2 (Drosophila),Emx2,13797,13575,RP_080625_04_B05,1002159,100041799_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
100030673,distal-less homeobox 5,Dlx5,13395,13174,RP_080807_04_G03,81026464,100030673_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100039203,angiopoietin 2,Angpt2,11601,11388,RP_080103_02_G07,80260272,100039203_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development
100031997,Iroquois related homeobox 3 (Drosophila),Irx3,16373,16146,RP_080807_03_E11,81026408,100031997_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
100037945,neurotrophin 5,Ntf5,78405,54245,RP_080122_04_G07,79892693,100037945_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Neurological system process
100024797,CDP-diacylglycerol synthase 1,Cds1,74596,50437,RP_070227_06_B12,77537752,100024797_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,
100029660,GLI-Kruppel family member GLI1,Gli1,14632,14408,RP_080228_03_H08,80754571,100029660_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor/Hedgehog signaling pathway
100041886,amyloid beta (A4) precursor protein,App,11820,11607,RP_080916_01_E07,1002466,100041886_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Alzheimer disease presenilin pathway/Alzheimer disease amyloid secretase pathway
100036914,special AT-rich sequence binding protein 2,Satb2,212712,84457,RP_080303_01_B06,80790178,100036914_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Transcription factor
100039198,leukemia inhibitory factor receptor,Lifr,16880,16651,RP_080103_02_A08,80259988,100039198_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/MAPKKK cascade
100029658,early growth response 2,Egr2,13654,13432,RP_080228_03_F10,80754483,100029658_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
100041760,fibroblast growth factor 6,Fgf6,14177,13954,RP_080312_04_F01,80888447,100041760_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/MAPKKK cascade/FGF signaling pathway
100039960,fibroblast growth factor receptor 4,Fgfr4,14186,13963,RP_071128_02_H12,79601059,100039960_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/FGF signaling pathway
100031956,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",Sema5a,20356,20119,RP_080807_03_E08,81026396,100031956_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development
100040889,deltex 3 homolog (Drosophila),Dtx3,80904,56674,RP_080312_03_B10,80887907,100040889_energy.mhd,2,E13.5 Embryo,2_annotation.mhd,2_atlas.mhd,Nervous system development/Transcription factor
